"Regionale Verteilung der Ärzte in der
vertragsärztlichen Versorgung, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Rheinland-Pfalz,KV-Region,"47,5","14,2","54,7","65,8","29,6","0,8","206,6","44,4","6,4","55,5","45,6","48,0","0,7","4,2","58,7","24,9","60,5","93,8","5,8","0,7","5,5","40,7","13,0","53,6","53,1","45,6","0,8","7,5","16,5","8,9","54,2","42,5","47,7","0,7","16,1","71,5","10,1","54,0","61,6","26,6","0,8","14,3","45,1","21,3","56,9","70,9","29,1","0,9","65,1","30,0","11,6","53,1","62,8","30,9","0,9","5,1","54,5","11,5","52,9","63,9","34,0","0,8","4,7","25,7","7,1","53,7","49,8","34,6","0,8","15,2","55,7","8,5","53,8","63,4","26,3","0,8","9,5","75,5","8,2","53,8","85,7","12,2","1,0","1,2","12,5","5,0","52,1","82,5","17,5","0,9","1,0","41,6","15,3","55,8","66,4","25,9","0,9","6,7","77,2","14,0","52,0","91,8","6,1","0,7","32,9","29,7","7,8","53,5","36,5","52,5","0,7","5,4","17,5","3,6","53,0","71,1","24,1","0,9","4,1","36,6","8,7","53,8","22,8","75,4","0,7","8,2"
52,Baden-Württemberg,KV-Region,"48,5","13,8","54,5","67,1","24,6","0,8","215,5","35,7","9,8","55,6","51,3","29,6","0,7","4,9","65,5","33,1","61,5","93,7","5,0","0,7","7,9","50,2","12,1","52,5","48,8","48,7","0,9","7,4","14,8","6,7","53,6","47,2","23,8","0,8","18,1","71,4","9,7","53,7","61,8","23,6","0,9","15,4","48,1","17,2","55,7","74,5","25,3","0,9","64,1","35,1","10,7","53,8","72,3","20,3","0,9","5,0","51,3","8,2","52,7","65,5","30,5","0,9","4,7","26,0","8,0","54,1","47,3","28,9","0,8","15,5","52,3","9,1","53,1","63,3","24,9","0,9","10,4","63,2","14,4","55,0","78,4","16,0","0,9","1,1","10,7","12,6","53,6","77,4","22,0","0,9","1,4","45,3","13,9","55,3","64,6","25,6","0,9","7,9","75,0","17,5","52,9","87,5","10,0","0,7","35,3","32,2","7,9","53,0","34,0","43,0","0,8","5,2","12,8","6,3","52,8","72,3","16,8","0,9","3,9","36,0","9,3","54,2","28,8","67,6","0,8","7,3"
71,Bayerns,KV-Region,"49,6","14,1","54,2","67,7","29,1","0,8","231,9","43,3","11,5","55,2","41,8","50,2","0,7","6,3","69,1","34,9","61,9","93,0","5,3","0,7","8,6","45,7","14,9","52,8","41,4","58,1","0,8","7,9","13,9","8,7","54,0","50,7","43,1","0,7","17,3","69,9","10,6","53,7","64,3","29,0","0,8","14,8","47,2","17,3","55,2","73,2","26,6","0,9","71,1","34,1","12,8","53,6","73,7","25,3","0,9","5,2","54,9","9,1","53,4","65,3","33,1","0,9","4,9","26,8","9,0","54,4","50,1","41,2","0,8","15,6","55,9","7,6","52,8","64,4","26,9","0,8","9,9","63,6","6,4","53,4","72,2","26,7","0,9","1,4","11,7","8,2","53,4","81,4","18,2","1,0","1,8","45,5","12,5","54,4","67,9","26,9","0,8","7,7","78,1","15,7","52,1","89,5","7,9","0,6","40,9","34,4","6,5","51,2","33,7","56,6","0,6","5,5","16,9","8,3","53,5","68,0","27,6","0,8","4,1","35,8","9,3","54,2","28,6","70,7","0,7","8,9"
72,Berlin,KV-Region,"59,3","14,9","54,9","65,9","31,0","0,8","299,1","43,7","9,8","56,5","53,6","46,4","0,7","5,1","62,3","30,6","61,1","93,3","4,6","0,7","13,7","58,7","15,8","54,7","50,1","47,9","0,9","9,7","22,9","8,1","54,1","57,5","39,9","0,8","18,7","81,3","7,8","53,6","64,9","31,5","0,8","19,8","59,0","16,6","55,7","62,4","37,4","0,9","72,6","45,6","9,6","53,7","72,6","25,3","0,9","7,8","61,4","7,2","52,6","65,0","34,1","0,8","6,2","38,2","9,5","54,4","49,2","48,1","0,7","16,4","69,7","5,0","52,9","61,4","35,1","0,8","11,0","69,6","5,8","53,5","65,2","33,3","0,9","1,9","16,5","10,6","53,9","76,5","23,5","0,9","2,4","49,8","10,9","54,6","64,4","32,6","0,8","11,1","75,1","21,2","54,7","82,5","10,3","0,7","78,2","50,6","5,4","52,6","21,8","75,5","0,6","7,1","25,7","8,2","53,0","73,2","25,1","0,9","5,1","45,5","8,7","54,2","26,8","72,8","0,7","12,4"
73,Saarland,KV-Region,"46,7","15,5","55,0","67,2","25,8","0,9","225,7","51,1","24,4","57,6","40,0","57,8","0,8","4,5","70,0","18,3","60,0","91,7","8,3","0,8","6,0","46,2","10,8","51,1","51,6","38,7","0,9","9,4","14,4","14,4","55,9","58,8","23,5","0,9","18,8","66,7","11,8","54,8","68,1","22,9","0,9","14,5","47,3","18,8","56,3","73,2","26,7","0,9","65,3","32,3","14,5","55,9","72,6","19,4","0,9","6,2","51,2","17,1","54,4","65,9","31,7","0,9","4,1","25,9","13,5","55,4","44,3","38,4","0,9","18,6","50,0","12,0","53,9","67,4","16,3","0,9","9,3","76,9","15,4","51,2","84,6","15,4","0,8","1,3","10,0","30,0","57,2","60,0","30,0","0,9","1,0","40,2","11,5","55,2","60,9","33,3","0,9","8,8","70,3","17,1","52,6","85,0","9,8","0,7","38,9","39,7","1,7","52,9","46,6","36,2","0,7","5,8","8,3","8,3","53,6","64,6","22,9","0,9","4,8","34,9","13,3","54,9","37,3","57,8","0,8","8,3"
78,Mecklenburg-Vorpommern,KV-Region,"54,4","7,5","53,2","68,5","25,5","0,9","217,0","28,6","3,2","55,6","60,3","30,2","0,8","3,9","76,9","11,5","56,6","92,3","7,7","0,7","4,8","60,7","8,1","53,2","69,6","27,4","0,8","8,4","16,3","7,8","55,4","62,6","24,8","0,8","16,7","75,4","5,7","52,5","65,8","23,7","0,9","14,1","58,7","8,3","52,9","75,8","24,2","0,9","75,0","58,6","4,0","53,5","75,8","13,1","0,9","6,1","73,8","13,1","54,9","80,3","13,1","0,9","3,8","34,3","4,8","54,6","48,0","37,6","0,8","16,8","71,5","5,2","51,0","54,7","27,9","0,8","10,6","50,0","16,7","54,6","72,2","27,8","0,9","1,1","7,4","7,4","53,4","74,1","14,8","0,9","1,7","38,5","8,1","54,7","63,7","25,9","0,9","8,4","74,9","7,1","50,9","87,5","12,1","0,7","26,2","45,1","5,5","52,5","26,4","51,6","0,7","5,6","25,7","8,6","53,5","75,7","15,7","0,9","4,3","40,3","9,1","54,2","30,5","61,0","0,7","9,5"
83,Brandenburg,KV-Region,"57,5","10,0","54,0","64,9","30,4","0,8","201,3","44,0","5,3","55,5","60,0","32,0","0,8","3,0","64,1","18,8","57,5","95,3","3,1","0,7","5,1","64,4","10,4","51,2","47,5","51,0","0,8","8,1","19,8","9,3","56,1","42,3","44,8","0,8","15,5","80,6","10,0","54,1","56,3","37,5","0,8","12,3","62,9","12,9","54,7","72,8","27,0","0,9","67,0","56,8","4,2","53,9","63,6","30,5","0,9","4,7","72,0","6,1","52,5","63,4","36,6","0,9","3,3","39,4","7,0","54,4","44,1","41,3","0,8","17,1","68,4","6,4","52,2","60,7","31,2","0,9","9,3","72,4","10,3","56,4","89,7","10,3","0,9","1,2","21,4","7,1","54,9","64,3","14,3","0,7","0,6","47,1","13,4","55,4","58,8","34,8","0,8","7,5","75,4","7,1","51,3","91,8","5,7","0,6","29,2","45,9","7,4","53,3","33,8","50,7","0,7","5,9","14,1","9,1","55,5","73,7","20,2","0,9","4,0","38,9","8,4","54,5","26,3","71,6","0,8","7,6"
88,Sachsen-Anhalt,KV-Region,"58,1","8,7","52,9","64,8","30,4","0,9","203,7","47,2","3,4","54,9","57,3","38,2","0,8","4,0","67,3","10,2","57,0","85,7","14,3","0,8","2,2","65,4","8,1","49,6","48,1","50,3","0,9","8,3","22,0","8,3","54,0","37,5","53,7","0,7","17,4","78,5","8,9","54,2","65,9","22,2","0,9","13,2","64,0","10,3","53,1","75,8","23,8","1,0","67,0","51,6","7,3","54,7","77,4","18,5","0,9","5,6","66,3","8,7","53,7","63,0","35,9","0,9","4,1","42,5","7,9","54,9","52,0","34,4","0,9","17,1","73,7","5,9","51,6","48,3","39,0","0,9","9,2","78,3","8,7","50,7","56,5","43,5","0,9","1,0","31,8","9,1","56,0","81,8","9,1","1,0","1,0","52,5","12,2","54,3","56,9","32,0","0,9","8,1","77,3","7,7","49,4","90,7","8,6","0,7","27,6","35,9","1,9","53,5","33,0","58,3","0,7","4,6","16,8","5,9","53,0","61,4","27,7","0,9","4,5","42,1","10,0","53,2","24,7","71,1","0,7","8,5"
93,Thüringen,KV-Region,"57,4","8,6","52,9","60,5","34,0","0,8","206,8","29,2","10,4","56,4","45,8","38,5","0,8","4,5","61,4","8,4","56,2","85,5","13,3","0,8","3,9","60,0","6,1","51,9","61,2","33,9","0,9","7,7","21,3","5,8","53,9","34,3","51,6","0,7","18,5","73,6","8,8","52,7","50,7","38,2","0,9","13,8","62,4","10,2","53,1","72,7","27,2","0,9","68,1","56,6","6,2","53,1","50,4","41,6","0,9","5,3","75,6","8,9","53,5","62,2","34,4","0,9","4,2","40,9","11,2","55,3","47,0","41,5","0,8","14,5","76,7","4,0","49,6","56,8","35,2","0,8","10,6","80,0","5,0","53,6","60,0","40,0","0,9","0,9","15,2","18,2","55,1","72,7","18,2","0,9","1,5","50,6","9,6","53,2","41,6","46,6","0,8","8,3","79,5","8,7","50,7","94,4","4,2","0,8","25,6","52,8","3,7","51,9","31,5","53,7","0,7","5,0","27,8","7,4","51,7","42,6","47,2","0,8","5,0","44,4","7,3","52,4","12,2","84,9","0,7","9,5"
98,Sachsen,KV-Region,"58,5","7,9","52,5","63,8","29,7","0,9","222,7","45,6","5,9","55,8","48,5","41,4","0,8","4,1","69,0","9,2","56,4","95,4","2,3","0,8","4,3","62,7","7,4","50,7","55,6","39,0","0,9","8,6","22,7","7,3","54,2","40,9","45,4","0,7","19,6","77,4","7,5","53,2","59,1","29,2","0,9","15,7","61,8","9,7","52,8","76,8","23,1","0,9","66,6","56,5","7,5","51,4","55,3","37,6","0,9","6,2","71,9","7,4","52,5","63,1","30,0","0,9","5,0","33,8","9,3","54,3","41,3","38,9","0,8","17,2","73,9","6,2","51,0","57,1","28,2","0,9","11,5","70,5","2,3","52,5","81,8","9,1","1,0","1,1","18,9","10,8","53,7","83,8","5,4","0,9","0,9","55,8","9,4","53,2","58,4","34,2","0,9","8,6","80,6","5,7","50,0","85,4","13,0","0,7","33,9","43,8","6,0","52,4","33,9","52,8","0,7","5,7","26,0","9,2","53,3","62,2","30,6","0,9","4,8","45,9","5,2","51,1","21,0","72,7","0,7","8,9"
101,Schleswig-Holstein Mitte,Raumordnungsregionen,"51,0","9,7","53,5","66,3","29,7","0,8","243,2","40,4","5,3","53,3","47,4","50,9","0,7","7,8","70,0","28,3","61,1","98,3","1,7","0,7","8,2","48,1","7,4","50,4","28,4","71,6","0,6","11,1","17,7","3,8","53,1","53,2","37,3","0,7","21,7","78,5","7,4","53,0","60,3","36,4","0,8","16,6","46,7","10,6","53,7","73,2","26,2","0,9","72,3","34,0","10,0","54,6","64,0","34,0","0,8","6,9","61,8","9,1","50,9","43,6","52,7","0,7","7,5","26,9","5,9","52,9","49,6","33,6","0,8","16,3","60,9","5,4","53,3","72,8","20,7","0,8","12,6","72,7","0,0","54,4","63,6","36,4","0,9","3,0",,,,,,,,"50,0","10,0","54,0","60,0","38,3","0,8","8,2","73,2","14,1","53,5","88,7","8,6","0,6","39,9","55,3","8,5","52,5","12,8","63,8","0,7","6,4","21,2","6,1","54,2","81,8","18,2","0,9","4,5",,,,,,,
